code,nameHeb,pronaunce,district,shire,naturalArea,monicipal,metro,religion,population,jewsAndOthers,jews,arabs,estbYear,type,ITM,altitude,orgazinationRelated,plansComit,policeArea,year,nameEng,localCuncil,name,lat,long
3823,גני מודיעין,GANNE MODI'IN,7,74,,73.0,,1.0,2488.0,2488.0,2484.0,,1996,190,,2017564847.0,179.0,711.0,10004054.0,2018,Ganne Modi'in,,Ganne Modi'in,31.930809999999997,35.017804999999996
218,גני עם,GANNE AM,4,42,421.0,20.0,142.0,1.0,242.0,242.0,240.0,,1934,350,,1908667313.0,29.0,417.0,10002133.0,2018,Ganne Am,,Ganne Am,32.149838,34.903358000000004
229,גני תקווה,GANNE TIQWA,4,42,422.0,99.0,132.0,1.0,19263.0,19252.0,19001.0,11.0,1953,170,,1883666301.0,60.0,428.0,10001516.0,2018,Ganne Tiqwa,,Ganne Tiqwa,32.060497,34.873121000000005
842,געש,GA'ASH,4,41,411.0,19.0,141.0,1.0,763.0,763.0,750.0,,1951,330,15.0,1836668178.0,28.0,401.0,15000060.0,2018,Ga'ash,,Ga'ash,32.228477000000005,34.824411
463,געתון,GA'TON,2,24,243.0,4.0,,1.0,693.0,691.0,679.0,2.0,1948,330,15.0,2204176793.0,305.0,201.0,10004302.0,2018,Ga'ton,212.0,Ga'ton,33.006075,35.213831
39,גפן,GEFEN,1,11,112.0,26.0,,1.0,405.0,405.0,401.0,,1955,310,2.0,1885762761.0,140.0,151.0,15000597.0,2018,Gefen,,Gefen,31.740765999999997,34.878563
1129,גרופית,GEROFIT,6,62,625.0,53.0,,1.0,248.0,246.0,235.0,2.0,1963,330,15.0,2059542802.0,97.0,608.0,10001955.0,2018,Gerofit,,Gerofit,29.941616999999997,35.064690999999996
4022,גשור,GESHUR,2,29,294.0,71.0,,1.0,283.0,283.0,272.0,,1971,330,15.0,2674574724.0,331.0,219.0,10004579.0,2018,Geshur,211.0,Geshur,32.819941,35.715708
305,גשר,GESHER,2,23,231.0,7.0,,1.0,421.0,419.0,400.0,2.0,1939,330,15.0,2519972518.0,-220.0,202.0,10004568.0,2018,Gesher,214.0,Gesher,32.621204999999996,35.550376
574,גשר הזיו,GESHER HAZIW,2,24,245.0,4.0,241.0,1.0,1644.0,1634.0,1594.0,10.0,1949,330,15.0,2108077155.0,-16.0,201.0,10004302.0,2018,Gesher HaZiw,212.0,Gesher HaZiw,33.040532,35.110563
340,גת (קיבוץ),GAT(QIBBUZ),6,61,611.0,35.0,,1.0,827.0,827.0,800.0,,1941,330,15.0,1805861511.0,131.0,632.0,10001813.0,2018,Gat(Qibbuz),420.0,Gat(Qibbuz),31.627796000000004,34.794112
128,גת רימון,GAT RIMMON,4,42,422.0,20.0,132.0,1.0,312.0,312.0,306.0,,1926,350,,1888366395.0,53.0,417.0,10002116.0,2018,Gat Rimmon,,Gat Rimmon,32.068104999999996,34.881362
494,דאלית אל-כרמל,DALIYAT AL-KARMEL,3,31,311.0,99.0,223.0,2.0,17427.0,45.0,33.0,17382.0,,270,,2050573325.0,289.0,356.0,10004171.0,2018,Daliyat Al-Karmel,,Daliyat Al-Karmel,32.693796,35.055446999999994
146,דבורה,DEVORA,2,23,234.0,8.0,,1.0,232.0,232.0,227.0,,1956,310,1.0,2250571762.0,66.0,204.0,10004394.0,2018,Devora,213.0,Devora,32.552895,35.263853000000005
489,דבורייה,DABURIYYA,2,23,237.0,99.0,,2.0,10402.0,16.0,12.0,10386.0,,270,,2351373300.0,110.0,251.0,10004394.0,2018,Daburiyya,213.0,Daburiyya,32.69412,35.368513
849,דבירה,DEVIRA,6,62,623.0,41.0,341.0,1.0,999.0,996.0,972.0,3.0,1951,330,15.0,1833659122.0,290.0,625.0,10001937.0,2018,Devira,620.0,Devira,31.411699,34.825177000000004
407,דברת,DAVERAT,2,23,234.0,9.0,,1.0,439.0,437.0,412.0,2.0,1946,330,15.0,2330572809.0,156.0,254.0,10004394.0,2018,Daverat,213.0,Daverat,32.646729,35.350085
62,דגניה א',DEGANYA ALEF,2,22,221.0,6.0,,1.0,538.0,537.0,535.0,1.0,1909,330,15.0,2541873489.0,-203.0,214.0,10004552.0,2018,Deganya Alef,214.0,Deganya Alef,32.706938,35.575062
79,דגניה ב',DEGANYA BET,2,22,221.0,6.0,,1.0,655.0,655.0,646.0,,1920,330,15.0,2542173403.0,-210.0,214.0,10004552.0,2018,Deganya Bet,214.0,Deganya Bet,32.69907,35.577551
1067,"דוב""ב",DOVEV,2,24,244.0,2.0,,1.0,487.0,487.0,484.0,,1963,310,1.0,2383977297.0,742.0,209.0,10004528.0,2018,Dovev,211.0,Dovev,33.0508,35.407747
3747,דולב,DOLEV,7,74,,73.0,,1.0,1341.0,1341.0,1341.0,,1983,370,11.0,2127464816.0,456.0,711.0,10004054.0,2018,Dolev,,Dolev,31.926249,35.133590999999996
738,דור,DOR,3,32,321.0,15.0,243.0,1.0,433.0,433.0,427.0,,1949,310,1.0,1928472374.0,0.0,303.0,10004333.0,2018,Dor,,Dor,32.607802,34.923316
336,דורות,DOROT,6,61,614.0,37.0,,1.0,822.0,820.0,795.0,2.0,1941,330,15.0,1663560173.0,89.0,651.0,10001829.0,2018,Dorot,620.0,Dorot,31.507207,34.645725
475,דחי,DAHI,2,23,234.0,66.0,,2.0,691.0,,,691.0,,450,,2325872519.0,366.0,251.0,10004394.0,2018,Dahi,213.0,Dahi,32.622491,35.343604
490,דייר אל-אסד,DEIR AL-ASAD,2,24,242.0,99.0,,2.0,12348.0,5.0,5.0,12343.0,,270,,2254176009.0,264.0,260.0,15002358.0,2018,Deir Al-Asad,210.0,Deir Al-Asad,32.93445,35.268394
492,דייר חנא,DEIR HANNA,2,24,241.0,99.0,,2.0,10259.0,15.0,,10244.0,,270,,2348075200.0,90.0,262.0,10004513.0,2018,Deir Hanna,,Deir Hanna,32.862316,35.365253
493,דייר ראפאת,DEIR RAFAT,1,11,112.0,26.0,444.0,2.0,94.0,,,94.0,,440,,1950863156.0,240.0,151.0,15000597.0,2018,Deir Rafat,,Deir Rafat,31.776529999999998,34.947439
2200,דימונה,DIMONA,6,62,626.0,0.0,,1.0,34135.0,33922.0,30733.0,213.0,1955,160,,2033055318.0,328.0,607.0,10001918.0,2018,Dimona,610.0,Dimona,31.069419,35.033363
2063,דישון,DISHON,2,21,212.0,55.0,,1.0,351.0,350.0,344.0,1.0,1953,310,6.0,2488277637.0,338.0,253.0,10004591.0,2018,Dishon,211.0,Dishon,33.082318,35.517571999999994
300,דלייה,DALIYYA,2,23,236.0,13.0,,1.0,801.0,800.0,742.0,1.0,1939,330,15.0,2072972171.0,170.0,254.0,10004394.0,2018,Daliyya,213.0,Daliyya,32.58925,35.076965
431,דלתון,DALTON,2,21,212.0,2.0,,1.0,861.0,861.0,861.0,,1950,310,2.0,2460576912.0,702.0,209.0,10004528.0,2018,Dalton,211.0,Dalton,33.016553,35.489911
1317,דמיידה,DEMEIDE,2,24,241.0,56.0,241.0,2.0,510.0,,,510.0,,450,,2216374673.0,150.0,205.0,10004513.0,2018,Demeide,210.0,Demeide,32.8149647,35.226564200000006
303,דן,DAN,2,21,211.0,1.0,,1.0,732.0,731.0,711.0,1.0,1939,330,15.0,2612879396.0,160.0,253.0,10004591.0,2018,Dan,211.0,Dan,33.239745,35.653803
302,דפנה,DAFNA,2,21,211.0,1.0,,1.0,965.0,964.0,957.0,1.0,1939,330,15.0,2599179280.0,121.0,253.0,10004591.0,2018,Dafna,211.0,Dafna,33.23075,35.638268
1241,דקל,DEQEL,6,62,622.0,38.0,,1.0,341.0,341.0,333.0,,1982,310,10.0,1377356740.0,90.0,651.0,10001893.0,2018,Deqel,620.0,Deqel,31.195908000000003,34.346771000000004
1349,דריג'את,DERIG'AT,6,62,623.0,69.0,,2.0,1199.0,1.0,,1198.0,,450,,2072057882.0,530.0,624.0,10001937.0,2018,Derig'at,610.0,Derig'at,31.301885,35.076793
702,האון,HAON,2,22,221.0,6.0,,1.0,181.0,181.0,166.0,,1949,330,15.0,2585973681.0,-210.0,214.0,10004552.0,2018,HaOn,214.0,HaOn,32.726748,35.622665000000005
675,הבונים,HABONIM,3,32,321.0,15.0,243.0,1.0,349.0,349.0,349.0,,1949,320,15.0,1939572700.0,9.0,303.0,10004333.0,2018,HaBonim,,HaBonim,32.636586,34.932704
356,הגושרים,HAGOSHERIM,2,21,211.0,1.0,,1.0,809.0,809.0,757.0,,1948,330,15.0,2585379177.0,89.0,253.0,10004591.0,2018,HaGosherim,211.0,HaGosherim,33.221484999999994,35.623028000000005
191,הדר עם,HADAR AM,4,41,411.0,16.0,141.0,1.0,693.0,693.0,688.0,,1933,310,10.0,1908869507.0,18.0,409.0,15000060.0,2018,Hadar Am,,Hadar Am,32.349653,34.898945
9700,הוד השרון,HOD HASHARON,4,42,421.0,0.0,131.0,1.0,62325.0,62286.0,60949.0,39.0,1924,150,,1901767323.0,10.0,423.0,10002133.0,2018,Hod HaSharon,,Hod HaSharon,32.149961,34.88387879999999
1322,הודיות,HODAYOT,2,22,222.0,3.0,,1.0,316.0,316.0,221.0,,1959,340,,2410774379.0,276.0,206.0,10004552.0,2018,Hodayot,214.0,Hodayot,32.788610999999996,35.435
726,הודייה,HODIYYA,6,61,614.0,36.0,,1.0,535.0,534.0,516.0,1.0,1949,310,1.0,1660062041.0,44.0,633.0,10001821.0,2018,Hodiyya,,Hodiyya,31.676356,34.639275
1169,הוואשלה (שבט),HAWASHLA,6,62,623.0,,,3.0,,,,,,460,,2020055900.0,,699.0,10001918.0,2018,Al-Hawashila,,Al-Hawashila,,
956,הוזייל (שבט),HUZAYYEL,6,62,623.0,,,3.0,,,,,,460,,1762059080.0,,699.0,10001946.0,2018,Al-Huzayyil,,Al-Huzayyil,,
1186,הושעיה,HOSHA'AYA,2,23,237.0,9.0,,1.0,2023.0,2023.0,2021.0,,1981,190,,2276174046.0,175.0,254.0,15002369.0,2018,Hosha'aya,213.0,Hosha'aya,32.757927,35.295225
250,הזורע,HAZOREA,2,23,235.0,13.0,,1.0,876.0,876.0,832.0,,1936,330,15.0,2114872773.0,49.0,254.0,10004394.0,2018,HaZorea,213.0,HaZorea,32.644515999999996,35.11918
307,הזורעים,HAZORE'IM,2,22,222.0,3.0,,1.0,1035.0,1035.0,1035.0,,1939,310,2.0,2473873908.0,-71.0,206.0,10004552.0,2018,HaZore'im,214.0,HaZore'im,32.644515999999996,35.11918
434,החותרים,HAHOTERIM,3,32,321.0,15.0,223.0,1.0,809.0,809.0,791.0,,1948,330,15.0,1962573976.0,10.0,303.0,10004710.0,2018,HaHoterim,,HaHoterim,32.752311,34.957545
684,היוגב,HAYOGEV,2,23,234.0,9.0,,1.0,715.0,715.0,709.0,,1949,310,1.0,2194972416.0,67.0,254.0,10004394.0,2018,HaYogev,213.0,HaYogev,32.612753000000005,35.207483
1208,הילה,HILLA,2,24,243.0,52.0,,1.0,578.0,577.0,564.0,1.0,1980,370,19.0,2231777125.0,445.0,255.0,10004484.0,2018,Hilla,212.0,Hilla,33.036175,35.244582
377,המעפיל,HAMA'PIL,4,41,412.0,16.0,141.0,1.0,855.0,855.0,846.0,,1945,330,15.0,1985969829.0,28.0,409.0,15000060.0,2018,HaMa'pil,,HaMa'pil,32.378035,34.983146000000005
677,הסוללים,HASOLELIM,2,23,237.0,9.0,242.0,1.0,927.0,924.0,909.0,3.0,1949,330,6.0,2225673956.0,136.0,254.0,10004426.0,2018,HaSolelim,213.0,HaSolelim,32.751802000000005,35.238021999999994
423,העוגן,HAOGEN,4,41,411.0,16.0,141.0,1.0,908.0,908.0,884.0,,1947,330,15.0,1930669651.0,9.0,409.0,15000060.0,2018,HaOgen,,HaOgen,32.360437,34.923338
3769,הר אדר,HAR ADAR,7,74,,99.0,445.0,1.0,4056.0,4053.0,3965.0,3.0,1986,190,,2123263711.0,727.0,720.0,10002475.0,2018,Har Adar,,Har Adar,31.824501,35.12966
3603,הר גילה,HAR GILLO,7,76,,76.0,445.0,1.0,1590.0,1568.0,1533.0,22.0,1972,370,19.0,2163962544.0,835.0,714.0,10002521.0,2018,Har Gillo,,Har Gillo,31.722058,35.171490999999996
1261,הר עמשא,HAR AMASA,6,62,623.0,51.0,,1.0,181.0,176.0,152.0,5.0,1983,330,,2097058352.0,808.0,656.0,10001937.0,2018,Har Amasa,,Har Amasa,31.342716999999997,35.101599
464,הראל,HAR'EL,1,11,112.0,26.0,444.0,1.0,269.0,269.0,260.0,,1948,330,15.0,1953163517.0,170.0,151.0,15000597.0,2018,Har'el,,Har'el,31.808975,34.947959000000004
1249,הרדוף,HARDUF,2,23,237.0,9.0,242.0,1.0,1106.0,1099.0,1035.0,7.0,1982,330,15.0,2165274100.0,170.0,254.0,10004497.0,2018,Harduf,213.0,Harduf,32.763717,35.174663
6400,הרצלייה,HERZLIYYA,5,51,511.0,0.0,121.0,1.0,95142.0,94991.0,90497.0,151.0,1924,150,,1845367521.0,-6.0,504.0,10001605.0,2018,Herzliyya,,Herzliyya,32.162413,34.844675
1203,הררית,HARARIT,2,24,241.0,56.0,,1.0,510.0,510.0,495.0,,1980,370,7.0,2346875012.0,400.0,205.0,10004513.0,2018,Hararit,210.0,Hararit,32.845696000000004,35.369257
3639,ורד יריחו,WERED YERIHO,7,75,,74.0,,1.0,317.0,317.0,312.0,,1980,310,10.0,2411063710.0,-220.0,713.0,10003314.0,2018,Wered Yeriho,,Wered Yeriho,31.826192,35.432139
1133,ורדון,WARDON,6,61,611.0,35.0,,1.0,286.0,286.0,279.0,,1968,350,,1793961911.0,98.0,632.0,10001813.0,2018,Wardon,420.0,Wardon,31.663822999999997,34.781766
2742,זבארגה (שבט),ZABARGA,6,62,623.0,,,3.0,,,,,,460,,2032057170.0,435.0,699.0,15003711.0,2018,Az-Zabarika,,Az-Zabarika,,
815,זבדיאל,ZAVDI'EL,6,61,611.0,34.0,,1.0,527.0,527.0,527.0,,1950,310,8.0,1773161858.0,78.0,631.0,10001813.0,2018,Zavdi'el,,Zavdi'el,31.6592451,34.7602609
44,זוהר,ZOHAR,6,61,612.0,50.0,,1.0,359.0,359.0,357.0,,1956,310,10.0,1708861156.0,109.0,634.0,10001813.0,2018,Zohar,,Zohar,31.595592,34.692362
584,זיקים,ZIQIM,6,61,614.0,36.0,,1.0,809.0,793.0,757.0,16.0,1949,330,15.0,1546461319.0,15.0,633.0,10001829.0,2018,Ziqim,,Ziqim,31.607204,34.520967999999996
788,זיתן,ZETAN,4,43,432.0,40.0,133.0,1.0,1081.0,1081.0,1078.0,,1950,310,1.0,1897765366.0,8.0,425.0,10002261.0,2018,Zetan,,Zetan,31.975178000000003,34.891732
9300,זכרון יעקב,ZIKHRON YA'AQOV,3,32,322.0,99.0,,1.0,23075.0,23025.0,22208.0,50.0,1882,160,,1957871961.0,7.0,353.0,10004333.0,2018,Zikhron Ya'aqov,,Zikhron Ya'aqov,32.573904999999996,34.951977
799,זכריה,ZEKHARYA,1,11,112.0,26.0,,1.0,1108.0,1108.0,1086.0,,1950,310,1.0,1948562415.0,230.0,151.0,15000597.0,2018,Zekharya,,Zekharya,31.708811999999998,34.944708
1290,זמר,ZEMER,4,41,412.0,99.0,141.0,2.0,6940.0,7.0,,6933.0,,280,,2035169685.0,42.0,458.0,10002155.0,2018,Zemer,,Zemer,32.365684,35.034651000000004
1065,זמרת,ZIMRAT,6,62,621.0,39.0,,1.0,589.0,588.0,587.0,1.0,1957,310,2.0,1574959529.0,115.0,651.0,10001930.0,2018,Zimrat,620.0,Zimrat,31.447853000000002,34.552288
816,זנוח,ZANOAH,1,11,112.0,26.0,444.0,1.0,506.0,492.0,484.0,14.0,1950,310,8.0,2000062667.0,259.0,151.0,15000597.0,2018,Zanoah,,Zanoah,31.733813,34.999369
2064,זרועה,ZERU'A,6,62,621.0,39.0,,1.0,433.0,432.0,430.0,1.0,1953,310,2.0,1642959642.0,121.0,651.0,10001930.0,2018,Zeru'a,620.0,Zeru'a,31.459133,34.624161
975,זרזיר,ZARZIR,2,23,237.0,99.0,242.0,2.0,7942.0,22.0,14.0,7920.0,,280,,2211273668.0,137.0,254.0,10004411.0,2018,Zarzir,,Zarzir,32.723290999999996,35.220436
818,זרחיה,ZERAHYA,6,61,611.0,34.0,,1.0,719.0,719.0,719.0,,1950,310,2.0,1759462110.0,66.0,631.0,10001821.0,2018,Zerahya,,Zerahya,31.681742,34.746419
1321,ח'ואלד,KHAWALED,3,31,311.0,12.0,222.0,2.0,696.0,,,696.0,,450,,2131074174.0,37.0,301.0,10004207.0,2018,Khawaled,,Khawaled,32.758894,35.158374
986,ח'ואלד (שבט),KHAWALED,2,25,237.0,,,3.0,,,,,,460,,2150174051.0,,299.0,10004207.0,2018,Khawalid / Al-Khawalid,,Khawalid / Al-Khawalid,32.758894,35.158374
235,חבצלת השרון,HAVAZZELET HASHARON,4,41,411.0,16.0,141.0,1.0,492.0,492.0,480.0,,1935,310,10.0,1872969635.0,20.0,409.0,10002089.0,2018,Havazzelet HaSharon,,Havazzelet HaSharon,32.3604,34.861819
1110,חבר,HEVER,2,23,234.0,8.0,,1.0,571.0,571.0,541.0,,1958,350,,2250871708.0,70.0,204.0,10004394.0,2018,Hever,213.0,Hever,32.549096999999996,35.264911
717,חגור,HAGOR,4,42,421.0,20.0,142.0,1.0,1156.0,1156.0,1140.0,,1949,310,1.0,1951767159.0,30.0,417.0,15000658.0,2018,Hagor,,Hagor,32.138591,34.947614
3764,חגי,HAGGAY,7,77,,78.0,,1.0,635.0,635.0,635.0,,1984,370,11.0,2076160011.0,820.0,715.0,15003512.0,2018,Haggay,,Haggay,31.49253,35.079537
205,חגלה,HOGLA,4,41,411.0,16.0,141.0,1.0,857.0,857.0,852.0,,1933,310,1.0,1932769927.0,15.0,409.0,15000060.0,2018,Hogla,,Hogla,32.389070000000004,34.924252
4026,חד-נס,HAD-NES,2,29,293.0,71.0,,1.0,823.0,823.0,795.0,,1989,370,9.0,2604175924.0,-49.0,219.0,10004579.0,2018,Had-Nes,211.0,Had-Nes,32.927514,35.641408
618,חדיד,HADID,4,43,432.0,25.0,142.0,1.0,887.0,887.0,886.0,,1950,310,2.0,1936965290.0,59.0,424.0,10002168.0,2018,Hadid,,Hadid,31.969428999999998,34.932156
6500,חדרה,HADERA,3,32,324.0,0.0,,1.0,95683.0,94807.0,88083.0,876.0,1890,150,,1925170467.0,-8.0,302.0,10004261.0,2018,Hadera,,Hadera,32.4340458,34.9196518
948,חוג'ייראת (ד'הרה) (שבט),HUJEIRAT (DAHRA),2,24,241.0,56.0,,3.0,,,,,,460,,2278574887.0,,299.0,10004513.0,2018,Al-Hujayrat (Zahra),210.0,Al-Hujayrat (Zahra),,
160,חולדה,HULDA,4,43,432.0,30.0,143.0,1.0,1096.0,1096.0,1076.0,,1930,330,15.0,1889863766.0,111.0,426.0,10002241.0,2018,Hulda,,Hulda,31.83215,34.881523
6600,חולון,HOLON,5,53,513.0,0.0,123.0,1.0,194273.0,193980.0,178754.0,293.0,1940,140,,1792565823.0,19.0,505.0,10001430.0,2018,Holon,,Holon,32.015833,34.787384
1239,חולית,HOLIT,6,62,622.0,38.0,,1.0,164.0,159.0,152.0,5.0,1980,330,15.0,1357357134.0,73.0,651.0,10001893.0,2018,Holit,620.0,Holit,31.230563,34.32734
253,חולתה,HULATA,2,21,211.0,1.0,,1.0,669.0,668.0,652.0,1.0,1937,330,15.0,2573277301.0,77.0,253.0,10004540.0,2018,Hulata,211.0,Hulata,33.052851000000004,35.609244
662,חוסן,HOSEN,2,24,243.0,52.0,,1.0,1130.0,1128.0,1088.0,2.0,1949,310,9.0,2281476697.0,450.0,255.0,10004484.0,2018,Hosen,212.0,Hosen,32.997699,35.298722999999995
1332,חוסנייה,HUSSNIYYA,2,24,242.0,56.0,,2.0,731.0,5.0,,726.0,,450,,2302975617.0,258.0,205.0,10004513.0,2018,Hussniyya,210.0,Hussniyya,32.900573,35.322507
115,חופית,HOFIT,4,41,411.0,16.0,141.0,1.0,753.0,753.0,744.0,,1955,350,,1883669905.0,8.0,409.0,15000060.0,2018,Hofit,,Hofit,32.386082,34.874078000000004
374,חוקוק,HUQOQ,2,22,221.0,6.0,,1.0,587.0,581.0,551.0,6.0,1945,330,15.0,2466775401.0,-30.0,214.0,10004552.0,2018,Huqoq,214.0,Huqoq,32.878631,35.496654
1303,חורה,HURA,6,62,623.0,99.0,342.0,2.0,21558.0,18.0,14.0,21540.0,,260,,1938957840.0,370.0,652.0,10001937.0,2018,Hura,610.0,Hura,31.300399,34.935688
496,חורפיש,HURFEISH,2,24,244.0,99.0,,2.0,6315.0,1.0,,6314.0,,280,,2326876916.0,529.0,258.0,10004484.0,2018,Hurfeish,212.0,Hurfeish,33.016688,35.347106
355,חורשים,HORESHIM,4,42,421.0,20.0,142.0,1.0,330.0,325.0,313.0,5.0,1955,330,15.0,1974467160.0,58.0,417.0,15000658.0,2018,Horeshim,,Horeshim,32.137875,34.97102
1047,חזון,HAZON,2,21,214.0,2.0,,1.0,324.0,324.0,324.0,,1969,310,2.0,2372775686.0,390.0,209.0,10004465.0,2018,Hazon,211.0,Hazon,32.90658,35.395291
219,חיבת ציון,HIBBAT ZIYYON,4,41,411.0,16.0,141.0,1.0,709.0,709.0,708.0,,1933,310,7.0,1919970042.0,20.0,409.0,15000060.0,2018,Hibbat Ziyyon,,Hibbat Ziyyon,32.397995,34.911931
3643,חיננית,HINNANIT,7,71,,72.0,,1.0,1323.0,1323.0,1159.0,,1981,370,13.0,2159770969.0,330.0,710.0,10003262.0,2018,Hinnanit,,Hinnanit,32.480891,35.173181
4000,חיפה,HAIFA,3,31,311.0,0.0,210.0,4.0,283640.0,250943.0,217360.0,32697.0,ותיק,130,,2011274545.0,-17.0,304.0,10004171.0,2018,Haifa,,Haifa,32.7940463,34.989571000000005
162,חירות,HERUT,4,41,411.0,18.0,141.0,1.0,1309.0,1303.0,1296.0,6.0,1930,310,1.0,1921568301.0,41.0,412.0,15000060.0,2018,Herut,,Herut,32.240973,34.914127
1272,חלוץ,HALUZ,2,24,243.0,56.0,,1.0,516.0,516.0,510.0,,1985,370,13.0,2295276173.0,685.0,205.0,15002358.0,2018,Haluz,210.0,Haluz,32.95055,35.312278000000006
820,חלץ,HELEZ,6,61,614.0,36.0,,1.0,445.0,441.0,440.0,4.0,1950,310,1.0,1676360965.0,69.0,633.0,10001829.0,2018,Helez,,Helez,31.57794,34.658390999999995
993,חמאם,HAMAM,2,22,221.0,65.0,,2.0,1473.0,4.0,4.0,1469.0,,450,,2461874838.0,-174.0,251.0,10004552.0,2018,Hamam,214.0,Hamam,32.828399,35.491721000000005
801,חמד,HEMED,4,43,432.0,40.0,133.0,1.0,1257.0,1257.0,1253.0,,1950,310,2.0,1851165842.0,20.0,425.0,10002207.0,2018,Hemed,,Hemed,32.017992,34.841265
343,חמדיה,HAMADYA,2,23,231.0,7.0,,1.0,364.0,362.0,356.0,2.0,1942,330,15.0,2490971407.0,-184.0,202.0,10004568.0,2018,Hamadya,214.0,Hamadya,32.519773,35.520568
3646,חמדת,HEMDAT,7,75,,75.0,,1.0,278.0,278.0,278.0,,1980,370,11.0,2497768423.0,110.0,712.0,10003262.0,2018,Hemdat,,Hemdat,32.252028,35.526843
3609,חמרה,HAMRA,7,75,,75.0,,1.0,175.0,175.0,167.0,,1971,310,10.0,2412967837.0,-81.0,712.0,10003262.0,2018,Hamra,,Hamra,32.199688,35.43735
807,חניאל,HANNI'EL,4,41,411.0,16.0,141.0,1.0,933.0,933.0,911.0,,1950,310,1.0,1954169328.0,28.0,409.0,15000060.0,2018,Hanni'el,,Hanni'el,32.332803000000006,34.947693
280,חניתה,HANITA,2,24,244.0,4.0,,1.0,761.0,760.0,731.0,1.0,1938,330,15.0,2166577698.0,259.0,201.0,10004302.0,2018,Hanita,212.0,Hanita,33.087634,35.173429999999996
1257,חנתון,HANNATON,2,23,237.0,9.0,241.0,1.0,963.0,962.0,953.0,1.0,1984,330,15.0,2232574324.0,154.0,254.0,10004497.0,2018,Hannaton,213.0,Hannaton,32.783051,35.245063
4005,חספין,HASPIN,2,29,294.0,71.0,,1.0,2057.0,2057.0,2055.0,,1973,190,,2746275023.0,410.0,219.0,10004579.0,2018,Haspin,211.0,Haspin,32.8456305,35.7929907
363,חפץ חיים,HAFEZ HAYYIM,4,44,441.0,31.0,143.0,1.0,561.0,561.0,561.0,,1944,330,8.0,1811563304.0,70.0,456.0,15002488.0,2018,Hafez Hayyim,420.0,Hafez Hayyim,31.789319,34.799739
90,חפצי-בה,HEFZI-BAH,2,23,232.0,8.0,,1.0,741.0,741.0,715.0,,1922,330,15.0,2402171382.0,-89.0,204.0,10004568.0,2018,Hefzi-Bah,213.0,Hefzi-Bah,32.518729,35.426247
700,חצב,HAZAV,6,61,611.0,33.0,143.0,1.0,1467.0,1467.0,1445.0,,1949,310,1.0,1782763212.0,50.0,616.0,10001821.0,2018,Hazav,420.0,Hazav,31.780095000000003,34.770571999999994
13,חצבה,HAZEVA,6,62,625.0,54.0,,1.0,605.0,595.0,561.0,10.0,1965,310,1.0,2266751974.0,-160.0,657.0,10001918.0,2018,Hazeva,610.0,Hazeva,30.767941999999998,35.278498
406,חצור-אשדוד,HAZOR-ASHDOD,6,61,611.0,33.0,143.0,1.0,624.0,624.0,600.0,,1937,330,15.0,1735963120.0,32.0,616.0,10001821.0,2018,Hazor-Ashdod,420.0,Hazor-Ashdod,31.772744,34.719366
2034,חצור הגלילית,HAZOR HAGELILIT,2,21,213.0,99.0,,1.0,9165.0,9130.0,8906.0,35.0,1953,180,,2511676532.0,279.0,259.0,10004540.0,2018,Hazor HaGelilit,211.0,Hazor HaGelilit,32.980382,35.543548
397,חצרים,HAZERIM,6,62,623.0,41.0,344.0,1.0,832.0,832.0,815.0,,1946,330,15.0,1726957221.0,237.0,625.0,10001900.0,2018,Hazerim,620.0,Hazerim,31.240603000000004,34.717427
422,חרב לאת,HEREV LE'ET,4,41,411.0,16.0,141.0,1.0,945.0,945.0,926.0,,1947,310,10.0,1924070091.0,20.0,409.0,15000060.0,2018,Herev Le'Et,,Herev Le'Et,32.403526,34.917146
1024,חרוצים,HARUZIM,4,41,411.0,19.0,141.0,1.0,866.0,866.0,859.0,,1951,350,,1874468161.0,39.0,401.0,15000060.0,2018,Haruzim,,Haruzim,32.227709999999995,34.864771999999995
1247,חריש,HARISH,3,32,323.0,99.0,,1.0,7569.0,7447.0,6940.0,122.0,1982,180,,2044270746.0,59.0,307.0,10004233.0,2018,Harish,,Harish,32.4618771,35.0455828
3717,חרמש,HERMESH,7,71,,72.0,,1.0,228.0,228.0,204.0,,1982,370,9.0,2114170327.0,226.0,710.0,10003262.0,2018,Hermesh,,Hermesh,32.423726,35.118992999999996
1209,חרשים,HARASHIM,2,24,243.0,56.0,,1.0,329.0,329.0,308.0,,1980,370,19.0,2310076241.0,780.0,205.0,10004465.0,2018,Harashim,210.0,Harashim,32.957737,35.328216999999995
3770,חשמונאים,HASHMONA'IM,7,74,,73.0,,1.0,2760.0,2760.0,2753.0,,1985,190,,2023664873.0,228.0,711.0,10004054.0,2018,Hashmona'im,,Hashmona'im,31.932631,35.023269
6700,טבריה,TIBERIAS,2,22,221.0,0.0,,1.0,44234.0,43556.0,40848.0,678.0,ותיק,160,,2494274369.0,-227.0,207.0,10004552.0,2018,Tiberias,214.0,Tiberias,32.795859,35.530972999999996
962,טובא-זנגרייה,TUBA-ZANGARIYYE,2,21,213.0,99.0,,2.0,6667.0,7.0,3.0,6660.0,,280,,2556376342.0,240.0,259.0,10004540.0,2018,Tuba-Zangariyye,211.0,Tuba-Zangariyye,32.96621,35.592017999999996
