code,name,orgIndex,lat,long,nameIL
1321,Khawaled,528,32.758894,35.158374,"Khawaled, Israel"
986,Khawalid / Al-Khawalid,529,32.758894,35.158374,"Khawalid / Al-Khawalid, Israel"
235,Havazzelet HaSharon,530,32.3604,34.861819,"Havazzelet HaSharon, Israel"
1110,Hever,531,32.549097,35.264911,"Hever, Israel"
717,Hagor,532,32.138591,34.947614,"Hagor, Israel"
3764,Haggay,533,31.49253,35.079537,"Haggay, Israel"
205,Hogla,534,32.38907,34.924252,"Hogla, Israel"
4026,Had-Nes,535,32.927514,35.641408,"Had-Nes, Israel"
618,Hadid,536,31.969429,34.932156,"Hadid, Israel"
6500,Hadera,537,32.4340458,34.9196518,"Hadera, Israel"
948,Al-Hujayrat (Zahra),538,,,"Al-Hujayrat (Zahra), Israel"
160,Hulda,539,31.83215,34.881523,"Hulda, Israel"
6600,Holon,540,32.015833,34.787384,"Holon, Israel"
1239,Holit,541,31.230563,34.32734,"Holit, Israel"
253,Hulata,542,33.052851,35.609244,"Hulata, Israel"
662,Hosen,543,32.997699,35.298723,"Hosen, Israel"
1332,Hussniyya,544,32.900573,35.322507,"Hussniyya, Israel"
115,Hofit,546,32.386082,34.874078,"Hofit, Israel"
374,Huqoq,547,32.878631,35.496654,"Huqoq, Israel"
1303,Hura,548,31.300399,34.935688,"Hura, Israel"
496,Hurfeish,549,33.016688,35.347106,"Hurfeish, Israel"
355,Horeshim,550,32.137875,34.97102,"Horeshim, Israel"
1047,Hazon,551,32.90658,35.395291,"Hazon, Israel"
219,Hibbat Ziyyon,552,32.397995,34.911931,"Hibbat Ziyyon, Israel"
3643,Hinnanit,553,32.480891,35.173181,"Hinnanit, Israel"
4000,Haifa,554,32.7940463,34.989571,"Haifa, Israel"
162,Herut,555,32.240973,34.914127,"Herut, Israel"
1272,Haluz,556,32.95055,35.312278,"Haluz, Israel"
820,Helez,557,31.57794,34.658391,"Helez, Israel"
993,Hamam,558,32.828399,35.491721,"Hamam, Israel"
801,Hemed,559,32.017992,34.841265,"Hemed, Israel"
343,Hamadya,560,32.519773,35.520568,"Hamadya, Israel"
3646,Hemdat,561,32.252028,35.526843,"Hemdat, Israel"
3609,Hamra,562,32.199688,35.43735,"Hamra, Israel"
807,Hanni'el,563,32.332803,34.947693,"Hanni'el, Israel"
280,Hanita,564,33.087634,35.17343,"Hanita, Israel"
1257,Hannaton,565,32.783051,35.245063,"Hannaton, Israel"
4005,Haspin,566,32.8456305,35.7929907,"Haspin, Israel"
363,Hafez Hayyim,567,31.789319,34.799739,"Hafez Hayyim, Israel"
90,Hefzi-Bah,568,32.518729,35.426247,"Hefzi-Bah, Israel"
700,Hazav,569,31.780095,34.770572,"Hazav, Israel"
13,Hazeva,570,30.767942,35.278498,"Hazeva, Israel"
406,Hazor-Ashdod,571,31.772744,34.719366,"Hazor-Ashdod, Israel"
2034,Hazor HaGelilit,572,32.980382,35.543548,"Hazor HaGelilit, Israel"
397,Hazerim,573,31.240603,34.717427,"Hazerim, Israel"
422,Herev Le'Et,574,32.403526,34.917146,"Herev Le'Et, Israel"
1024,Haruzim,575,32.22771,34.864772,"Haruzim, Israel"
1247,Harish,576,32.4618771,35.0455828,"Harish, Israel"
3717,Hermesh,578,32.423726,35.118993,"Hermesh, Israel"
1209,Harashim,579,32.957737,35.328217,"Harashim, Israel"
3770,Hashmona'im,580,31.932631,35.023269,"Hashmona'im, Israel"
6700,Tiberias,581,32.795859,35.530973,"Tiberias, Israel"
962,Tuba-Zangariyye,582,32.96621,35.592018,"Tuba-Zangariyye, Israel"
498,Tur'an,583,32.775137,35.378344,"Tur'an, Israel"
2730,Tayibe,584,32.266892,35.009675,"Tayibe, Israel"
497,Tayibe(Baemeq),585,32.603882,35.44368,"Tayibe(Baemeq), Israel"
2720,Tire,586,32.235466,34.950506,"Tire, Israel"
663,Tirat Yehuda,587,32.014833,34.935878,"Tirat Yehuda, Israel"
2100,Tirat Karmel,588,32.762127,34.97298,"Tirat Karmel, Israel"
268,Tirat Zevi,589,32.422486,35.52832,"Tirat Zevi, Israel"
1181,Tal-El,590,32.927306,35.182499,"Tal-El, Israel"
462,Tal Shahar,591,31.804404,34.903272,"Tal Shahar, Israel"
1177,Telalim,592,30.991511,34.771261,"Telalim, Israel"
3788,Talmon,593,31.939475,35.133131,"Talmon, Israel"
8900,Tamra,594,32.852247,35.201315,"Tamra, Israel"
547,Tamra (Yizre'el),595,32.634918,35.402699,"Tamra (Yizre'el), Israel"
3743,Tene,596,31.376132,34.957383,"Tene, Israel"
1214,Tefahot,597,32.868562,35.422204,"Tefahot, Israel"
1295,Yanuh-Jat,598,32.981568,35.241169,"Yanuh-Jat, Israel"
1232,Yevul,599,31.189458,34.318952,"Yevul, Israel"
46,Yavne'el,600,32.708765,35.503778,"Yavne'el, Israel"
2660,Yavne,601,31.877958,34.739449,"Yavne, Israel"
96,Yagur,602,32.741532,35.076826,"Yagur, Israel"
798,Yagel,603,31.987792,34.880262,"Yagel, Israel"
577,Yad Binyamin,604,31.796685,34.82037,"Yad Binyamin, Israel"
1134,Yad HaShemona,605,31.80955,35.089617,"Yad HaShemona, Israel"
758,Yad Hanna,606,32.325311,35.006692,"Yad Hanna, Israel"
358,Yad Mordekhay,607,31.586963,34.5575,"Yad Mordekhay, Israel"
775,Yad Natan,608,31.652961,34.704874,"Yad Natan, Israel"
64,Yad Rambam,609,31.899841,34.900086,"Yad Rambam, Israel"
1144,Yedida,610,31.812281,35.104639,"Yedida, Israel"
9400,Yehud,611,32.0340049,34.8859465,"Yehud, Israel"
1158,Yahel,612,30.084234,35.128393,"Yahel, Israel"
2009,Yuval,613,33.246577,35.597063,"Yuval, Israel"
1226,Yuvallim,614,32.878163,35.269294,"Yuvallim, Israel"
1112,Yodefat,615,32.836596,35.271481,"Yodefat, Israel"
4007,Yonatan,616,32.93966,35.795468,"Yonatan, Israel"
803,Yoshivya,617,31.444699,34.608784,"Yoshivya, Israel"
452,Yizre'el,618,32.562589,35.319425,"Yizre'el, Israel"
409,Yehi'am,619,32.996109,35.221091,"Yehi'am, Israel"
866,Yotvata,620,29.896322,35.059227,"Yotvata, Israel"
3607,Yitav,621,31.947215,35.422375,"Yitav, Israel"
811,Yakhini,622,31.482205,34.598634,"Yakhini, Israel"
753,Yanuv,624,32.307431,34.951384,"Yanuv, Israel"
2011,Yinnon,625,31.741832,34.780947,"Yinnon, Israel"
29,Yesud HaMa'ala,626,33.05358,35.589013,"Yesud HaMa'ala, Israel"
440,Yesodot,627,31.815835,34.865636,"Yesodot, Israel"
575,Yas'ur,628,32.901145,35.166641,"Yas'ur, Israel"
1138,Ya'ad,629,32.881225,35.24064,"Ya'ad, Israel"
1117,Ya'el,630,32.551988,35.30612,"Ya'el, Israel"
1044,Ye'af,631,32.268254,34.967425,"Ye'af, Israel"
795,Ya'ara,632,33.068013,35.18608,"Ya'ara, Israel"
499,Yafi,634,32.049357,34.758355,"Yafi, Israel"
3566,Yafit,635,32.062687,35.474317,"Yafit, Israel"
134,Yif'at,636,32.675853,35.223982,"Yif'at, Israel"
453,Yiftah,637,33.128346,35.55203,"Yiftah, Israel"
3749,Yizhar,638,32.169669,35.236428,"Yizhar, Israel"
759,Yaziz,639,31.863226,34.861903,"Yaziz, Israel"
417,Yaqum,640,32.249196,34.841903,"Yaqum, Israel"
3647,Yaqir,641,32.149831,35.114631,"Yaqir, Israel"
241,Yoqne'am(Moshava),642,32.655859,35.115152,"Yoqne'am(Moshava), Israel"
240,Yoqne'am Illit,643,32.660225,35.104606,"Yoqne'am Illit, Israel"
623,Yir'on,644,33.077239,35.454291,"Yir'on, Israel"
2026,Yardena,645,32.565357,35.565978,"Yardena, Israel"
831,Yeroham,646,30.987804,34.929741,"Yeroham, Israel"
3000,Jerusalem,647,31.768319,35.21371,"Jerusalem, Israel"
718,Yarhiv,648,32.151536,34.967992,"Yarhiv, Israel"
502,Yirka,649,32.953492,35.21199,"Yirka, Israel"
183,Yarqona,650,32.144524,34.897882,"Yarqona, Israel"
916,Yesha,651,31.247595,34.403091,"Yesha, Israel"
805,Yish'i,652,31.752969,34.962586,"Yish'i, Israel"
828,Yashresh,653,31.915667,34.847337,"Yashresh, Israel"
1227,Yated,654,31.207042,34.326126,"Yated, Israel"
504,Kabul,655,32.8699737,35.2054376,"Kabul, Israel"
505,Kaokab Abu Al-Hija,656,32.831888,35.248701,"Kaokab Abu Al-Hija, Israel"
576,Kabri,657,33.020985,35.147007,"Kabri, Israel"
371,Kadoorie,658,32.7028394,35.4066647,"Kadoorie, Israel"
1338,Kaddita,659,33.005954,35.468309,"Kaddita, Israel"
3564,Kokhav HaShahar,660,31.960264,35.349421,"Kokhav HaShahar, Israel"
1224,Kokhav Ya'ir,661,32.220922,34.992405,"Kokhav Ya'ir, Israel"
3779,Kokhav Ya'aqov,662,31.880152,35.242773,"Kokhav Ya'aqov, Israel"
824,Kokhav Mikha'el,663,31.631482,34.667794,"Kokhav Mikha'el, Israel"
1252,Korazim,664,32.911389,35.563889,"Korazim, Israel"
1210,Kahal,665,32.890465,35.511572,"Kahal, Israel"
1367,Kochlea,666,31.288358,35.048529,"Kochlea, Israel"
840,Kissufim,667,31.374545,34.398992,"Kissufim, Israel"
1153,Kishor,668,32.946651,35.250213,"Kishor, Israel"
1183,Kelil,669,32.983567,35.199672,"Kelil, Israel"
1229,Kallanit,670,32.875328,35.453972,"Kallanit, Israel"
1331,Kamane,671,32.909311,35.336928,"Kamane, Israel"
1291,Kemehin,672,30.910327,34.430725,"Kemehin, Israel"
1201,Kammon,673,32.909119,35.360916,"Kammon, Israel"
2006,Kannot,674,31.802752,34.750993,"Kannot, Israel"
4028,Kanaf,675,32.870412,35.697897,"Kanaf, Israel"
63,Kinneret(Moshava),676,32.723787,35.565242,"Kinneret(Moshava), Israel"
57,Kinneret(Qevuza),677,32.8244321,35.5879975,"Kinneret(Qevuza), Israel"
1059,Kuseife,678,31.249246,35.083681,"Kuseife, Israel"
859,Kesalon,679,31.774262,35.048171,"Kesalon, Israel"
1296,Kisra-Sumei,680,32.97232,35.298528,"Kisra-Sumei, Israel"
978,Ka'abiyye-Tabbash-Hajajre,681,32.750389,35.184,"Ka'abiyye-Tabbash-Hajajre, Israel"
857,Kefar Aviv,682,31.831039,34.722577,"Kefar Aviv, Israel"
3638,Kefar Adummim,683,31.827216,35.337189,"Kefar Adummim, Israel"
364,Kefar Uriyya,684,31.793399,34.944757,"Kefar Uriyya, Israel"
690,Kefar Ahim,685,31.745864,34.755932,"Kefar Ahim, Israel"
220,Kefar Bialik,686,32.821376,35.087749,"Kefar Bialik, Israel"
177,Kefar Bilu,687,31.870475,34.826734,"Kefar Bilu, Israel"
357,Kefar Blum,688,33.172527,35.607938,"Kefar Blum, Israel"
2010,Kefar Bin Nun,689,31.861679,34.947191,"Kefar Bin Nun, Israel"
633,Kafar Bara,690,32.130911,34.970108,"Kafar Bara, Israel"
132,Kefar Barukh,691,32.646048,35.193078,"Kefar Barukh, Israel"
106,Kefar Gid'on,692,32.644579,35.289278,"Kefar Gid'on, Israel"
427,Kefar Gallim,693,32.76615,34.959511,"Kefar Gallim, Israel"
310,Kefar Glikson,694,32.505824,35.00354,"Kefar Glikson, Israel"
76,Kefar Gil'adi,695,33.242078,35.574142,"Kefar Gil'adi, Israel"
707,Kefar Daniyyel,696,31.933521,34.932306,"Kefar Daniyyel, Israel"
3796,Kefar HaOranim,697,31.919928,35.036911,"Kefar HaOranim, Israel"
192,Kefar HaHoresh,698,32.701549,35.272956,"Kefar HaHoresh, Israel"
254,Kefar HaMakkabbi,699,32.791804,35.114793,"Kefar HaMakkabbi, Israel"
582,Kefar HaNagid,700,31.887134,34.748725,"Kefar HaNagid, Israel"
890,Kefar HaNo'ar Hadati,701,32.742897,35.09615,"Kefar HaNo'ar Hadati, Israel"
443,Kefar HaNasi,702,32.97466,35.602308,"Kefar HaNasi, Israel"
187,Kefar Hess,703,32.247721,34.935137,"Kefar Hess, Israel"
217,Kefar HaRo'e,704,32.391037,34.910917,"Kefar HaRo'e, Israel"
888,Kefar Harif,705,31.747029,34.790928,"Kefar Harif, Israel"
190,Kefar Vitkin,706,32.380541,34.875308,"Kefar Vitkin, Israel"
320,Kefar Warburg,707,31.718747,34.72868,"Kefar Warburg, Israel"
1263,Kefar Weradim,708,32.995088,35.269101,"Kefar Weradim, Israel"
1325,Kefar Zoharim,709,31.622631,34.925669,"Kefar Zoharim, Israel"
786,Kefar Zetim,710,32.811614,35.465165,"Kefar Zetim, Israel"
696,Kefar Habad,711,31.990144,34.849103,"Kefar Habad, Israel"
609,Kefar Hoshen,712,33.013123,35.440171,"Kefar Hoshen, Israel"
255,Kefar Hittim,713,32.799998,35.50328,"Kefar Hittim, Israel"
193,Kefar Hayyim,714,32.353857,34.900709,"Kefar Hayyim, Israel"
1297,Kefar Hananya,715,32.915993,35.423785,"Kefar Hananya, Israel"
112,Kefar Hasidim Alef,716,32.752262,35.094212,"Kefar Hasidim Alef, Israel"
889,Kefar Hasidim Bet,717,32.750515,35.088281,"Kefar Hasidim Bet, Israel"
4004,Kefar Haruv,718,32.762357,35.66418,"Kefar Haruv, Israel"
673,Kefar Truman,719,31.980493,34.927696,"Kefar Truman, Israel"
507,Kafar Yasif,720,32.9520318,35.1599957,"Kafar Yasif, Israel"
233,Kefar Yedidya,721,32.344902,34.899038,"Kefar Yedidya, Israel"
140,Kefar Yehoshua,722,32.681639,35.151976,"Kefar Yehoshua, Israel"
168,Kefar Yona,723,32.317719,34.933615,"Kefar Yona, Israel"
85,Kefar Yehezqel,724,32.566949,35.360888,"Kefar Yehezqel, Israel"
170,Kefar Ya'bez,725,32.273948,34.965197,"Kefar Ya'bez, Israel"
508,Kafar Kama,726,32.721105,35.442834,"Kafar Kama, Israel"
509,Kafar Kanna,727,32.7481978,35.3438402,"Kafar Kanna, Israel"
387,Kefar Monash,728,32.345607,34.916426,"Kefar Monash, Israel"
1095,Kefar Maymon,729,31.431401,34.53718,"Kefar Maymon, Israel"
98,Kefar Malal,730,32.167567,34.894744,"Kefar Malal, Israel"
510,Kafar Manda,731,32.81236,35.258613,"Kafar Manda, Israel"
274,Kefar Menahem,732,31.732077,34.835079,"Kefar Menahem, Israel"
297,Kefar Masaryk,733,32.891218,35.098414,"Kefar Masaryk, Israel"
512,Kafar Misr,734,32.647371,35.421551,"Kafar Misr, Israel"
764,Kefar Mordekhay,735,31.831504,34.756643,"Kefar Mordekhay, Israel"
316,Kefar Netter,736,32.271928,34.871979,"Kefar Netter, Israel"
345,Kefar Szold,737,33.196035,35.657993,"Kefar Szold, Israel"
6900,Kefar Sava,738,32.178195,34.90761,"Kefar Sava, Israel"
107,Kefar Silver,739,31.675669,34.612311,"Kefar Silver, Israel"
249,Kefar Sirkin,740,32.076684,34.922763,"Kefar Sirkin, Israel"
875,Kefar Avoda,741,32.255731,34.939669,"Kefar Avoda, Israel"
845,Kefar Azza,742,31.483416,34.532291,"Kefar Azza, Israel"
3488,Kefar Ezyon,743,31.649486,35.115234,"Kefar Ezyon, Israel"
189,Kefar Pines,744,32.482717,35.002063,"Kefar Pines, Israel"
634,Kafar Qasem,745,32.114093,34.972767,"Kafar Qasem, Israel"
388,Kefar Kisch,746,32.666087,35.44895,"Kefar Kisch, Israel"
654,Kafar Qara,747,32.505518,35.054251,"Kafar Qara, Israel"
579,Kefar Rosh HaNiqra,748,33.08609,35.113455,"Kefar Rosh HaNiqra, Israel"
1130,Kefar Rozenwald(Zarit),749,33.098985,35.288522,"Kefar Rozenwald(Zarit), Israel"
295,Kefar Ruppin,750,32.457549,35.555673,"Kefar Ruppin, Israel"
1166,Kefar Rut,751,31.910378,35.035309,"Kefar Rut, Israel"
605,Kefar Shammay,752,32.955698,35.457916,"Kefar Shammay, Israel"
743,Kefar Shemu'el,753,31.888259,34.934819,"Kefar Shemu'el, Israel"
267,Kefar Shemaryahu,754,32.187123,34.823124,"Kefar Shemaryahu, Israel"
47,Kefar Tavor,755,32.687346,35.419972,"Kefar Tavor, Israel"
3572,Kefar Tappuah,756,32.117973,35.249829,"Kefar Tappuah, Israel"
1285,Karkom,757,32.928271,35.606331,"Karkom, Israel"
664,Kerem Ben Zimra,758,33.039224,35.469889,"Kerem Ben Zimra, Israel"
88,Kerem Ben Shemen,759,31.958896,34.934104,"Kerem Ben Shemen, Israel"
1094,Kerem Yavne(Yeshiva),760,31.8169574,34.7236186,"Kerem Yavne(Yeshiva), Israel"
580,Kerem Maharal,761,32.644325,34.99145,"Kerem Maharal, Israel"
1085,Kerem Shalom,762,31.228281,34.284559,"Kerem Shalom, Israel"
1264,Karme Yosef,763,31.848024,34.921347,"Karme Yosef, Israel"
3766,Karme Zur,764,31.609468,35.101273,"Karme Zur, Israel"
1374,Karme Katif,765,31.537825,34.911993,"Karme Katif, Israel"
1139,Karmi'el,766,32.914671,35.292417,"Karmi'el, Israel"
768,Karmiyya,767,31.602695,34.540413,"Karmiyya, Israel"
1198,Keramim,768,31.333464,34.917879,"Keramim, Israel"
3656,Karmel,769,32.7427316,35.0483915,"Karmel, Israel"
1207,Lavon,770,32.94118,35.286475,"Lavon, Israel"
585,Lavi,771,32.787648,35.440717,"Lavi, Israel"
1230,Livnim,772,32.86379,35.497479,"Livnim, Israel"
2023,Lahav,773,31.379363,34.871311,"Lahav, Israel"
380,Lahavot HaBashan,774,33.1412178,35.6478714,"Lahavot HaBashan, Israel"
715,Lahavot Haviva,775,32.395216,35.01179,"Lahavot Haviva, Israel"
1271,Lehavim,776,31.373835,34.816952,"Lehavim, Israel"
7000,Lod,777,31.951014,34.888075,"Lod, Israel"
52,Luzit,778,31.688209,34.888222,"Luzit, Israel"
595,Lohame HaGeta'ot,779,32.962661,35.096741,"Lohame HaGeta'ot, Israel"
1171,Lotem,780,32.880858,35.35996,"Lotem, Israel"
1255,Lotan,781,29.988263,35.086776,"Lotan, Israel"
674,Liman,782,33.058732,35.111815,"Liman, Israel"
24,Lakhish,783,31.560907,34.84409,"Lakhish, Israel"
1310,Lappid,784,31.917522,35.032191,"Lappid, Israel"
1173,Lappidot,785,32.959801,35.260956,"Lappidot, Israel"
1060,Laqye,786,31.324884,34.866219,"Laqye, Israel"
2055,Ma'or,787,32.425832,35.005289,"Ma'or, Israel"
102,Me'ir Shefeya,788,32.5912213,34.9710703,"Me'ir Shefeya, Israel"
771,Mevo Betar,789,31.722592,35.106656,"Mevo Betar, Israel"
3569,Mevo Dotan,790,32.420772,35.173869,"Mevo Dotan, Israel"
3709,Mevo Horon,791,31.849598,35.034977,"Mevo Horon, Israel"
4204,Mevo Hamma,792,32.736701,35.655207,"Mevo Hamma, Israel"
1141,Mevo Modi'im,793,31.933851,34.987999,"Mevo Modi'im, Israel"
1318,Mevo'ot Yam,794,32.401697,34.866797,"Mevo'ot Yam, Israel"
1080,Mabbu'im,795,31.44945,34.654994,"Mabbu'im, Israel"
829,Mivtahim,796,31.242423,34.407488,"Mivtahim, Israel"
573,Mavqi'im,797,31.622518,34.577431,"Mavqi'im, Israel"
1015,Mevasseret Ziyyon,798,31.804052,35.157891,"Mevasseret Ziyyon, Israel"
516,Majd al-Kurum,799,32.920132,35.25665,"Majd al-Kurum, Israel"
4201,Majdal Shams,800,33.2690961,35.772122,"Majdal Shams, Israel"
481,Mughar,801,32.890704,35.40461,"Mughar, Israel"
689,Megadim,802,32.727734,34.960923,"Megadim, Israel"
65,Migdal,803,32.839494,35.499849,"Migdal, Israel"
874,Migdal HaEmeq,804,32.6778114,35.2417497,"Migdal HaEmeq, Israel"
3561,Migdal Oz,805,31.640932,35.143139,"Migdal Oz, Israel"
3751,Migdalim,807,32.089866,35.342633,"Migdalim, Israel"
586,Megiddo,808,32.577899,35.179972,"Megiddo, Israel"
375,Maggal,809,32.385556,35.036147,"Maggal, Israel"
695,Magen,810,31.298108,34.427059,"Magen, Israel"
1155,Magen Sha'ul,811,32.521471,35.306431,"Magen Sha'ul, Israel"
722,Magshimim,812,32.044363,34.899834,"Magshimim, Israel"
2029,Midrakh Oz,813,32.594648,35.157976,"Midrakh Oz, Israel"
1140,Midreshet Ben Gurion,814,30.852297,34.7834,"Midreshet Ben Gurion, Israel"
897,Midreshet Ruppin,815,30.852297,34.7834,"Midreshet Ruppin, Israel"
1200,Modi'in-Makkabbim-Re'ut,816,31.890267,35.010397,"Modi'in-Makkabbim-Re'ut, Israel"
3797,Modi'in Illit,817,31.932477,35.042265,"Modi'in Illit, Israel"
269,Moledet,818,32.586196,35.438941,"Moledet, Israel"
208,Moza Illit,819,31.793591,35.157,"Moza Illit, Israel"
635,Muqeible,820,32.514142,35.294806,"Muqeible, Israel"
1163,Moran,821,32.921637,35.39481,"Moran, Israel"
1178,Moreshet,822,32.826132,35.231997,"Moreshet, Israel"
606,Mazor,823,32.050698,34.931373,"Mazor, Israel"
28,Mazkeret Batya,824,31.853167,34.842421,"Mazkeret Batya, Israel"
104,Mizra,827,32.649879,35.286404,"Mizra, Israel"
517,Mazra'a,828,32.983652,35.098934,"Mazra'a, Israel"
3599,Mehola,829,32.365285,35.51602,"Mehola, Israel"
1411,Mahane Hilla,830,31.7865467,35.2129782,"Mahane Hilla, Israel"
1418,Mahane Tali,831,31.7865467,35.2129782,"Mahane Tali, Israel"
1413,Mahane Yehudit,832,31.7865467,35.2129782,"Mahane Yehudit, Israel"
1416,Mahane Yokheved,833,31.7865467,35.2129782,"Mahane Yokheved, Israel"
1415,Mahane Yafa,834,32.049357,34.758355,"Mahane Yafa, Israel"
1196,Mahane Yattir,835,31.347793,35.060671,"Mahane Yattir, Israel"
1414,Mahane Miryam,836,31.7865467,35.2129782,"Mahane Miryam, Israel"
1412,Mahane Tel Nof,837,31.7865467,35.2129782,"Mahane Tel Nof, Israel"
308,Mahanayim,838,32.988845,35.570375,"Mahanayim, Israel"
776,Mahseya,839,31.748858,35.00726,"Mahseya, Israel"
43,Metula,840,33.277232,35.578235,"Metula, Israel"
822,Matta,841,31.716522,35.060571,"Matta, Israel"
1128,Me Ammi,842,32.504963,35.146425,"Me Ammi, Israel"
2054,Metav,843,32.545509,35.300898,"Metav, Israel"
649,Meiser,844,32.445246,35.042131,"Meiser, Israel"
4019,Mezar,845,32.768641,35.736356,"Mezar, Israel"
1282,Merav,846,32.452041,35.422479,"Merav, Israel"
607,Meron,847,32.985226,35.441643,"Meron, Israel"
731,Meshar,848,31.815936,34.752588,"Meshar, Israel"
1268,Metar,849,31.327011,34.943213,"Metar, Israel"
3614,Mekhora,850,32.164159,35.423623,"Mekhora, Israel"
1343,Makchul,851,31.288515,35.075736,"Makchul, Israel"
382,Mikhmoret,852,32.406504,34.871551,"Mikhmoret, Israel"
1202,Mikhmannim,853,32.905865,35.328991,"Mikhmannim, Israel"
164,Mele'a,854,32.563149,35.237528,"Mele'a, Israel"
2044,Melilot,855,31.389897,34.595243,"Melilot, Israel"
596,Malkiyya,856,33.098589,35.509624,"Malkiyya, Israel"
1154,Malkishua,857,32.438568,35.412757,"Malkishua, Israel"
2030,Menuha,858,31.656159,34.777273,"Menuha, Israel"
1174,Manof,859,32.853258,35.237355,"Manof, Israel"
1205,Manot,860,33.038709,35.195156,"Manot, Israel"
48,Menahemya,861,32.664333,35.555338,"Menahemya, Israel"
347,Menara,862,33.195375,35.543728,"Menara, Israel"
994,Manshiyyet Zabda,863,32.706219,35.192415,"Manshiyyet Zabda, Israel"
1258,Massad,864,32.844008,35.423563,"Massad, Israel"
263,Massada,865,31.3114167,35.3626955,"Massada, Israel"
298,Mesillot,866,32.497362,35.474651,"Mesillot, Israel"
742,Mesillat Ziyyon,867,31.801449,35.009463,"Mesillat Ziyyon, Israel"
748,Maslul,868,31.323677,34.590761,"Maslul, Israel"
4203,Mas'ade,869,33.2321159,35.7555991,"Mas'ade, Israel"
939,Mas'udin al 'Azazma,870,,,"Mas'udin al 'Azazma, Israel"
197,Ma'barot,871,32.364197,34.905733,"Ma'barot, Israel"
1082,Ma'galim,872,31.398859,34.598239,"Ma'galim, Israel"
678,Ma'agan,873,32.706344,35.600575,"Ma'agan, Israel"
694,Ma'agan Mikha'el,874,32.55871,34.917816,"Ma'agan Mikha'el, Israel"
272,Ma'oz Hayyim,875,32.49407,35.550767,"Ma'oz Hayyim, Israel"
3657,Ma'on,876,31.414592,35.163893,"Ma'on, Israel"
570,Me'ona,877,33.016894,35.263626,"Me'ona, Israel"
416,Ma'yan Barukh,878,33.239349,35.609359,"Ma'yan Barukh, Israel"
290,Ma'yan Zevi,879,32.568484,34.940623,"Ma'yan Zevi, Israel"
518,Mi'elya,880,33.027194,35.256304,"Mi'elya, Israel"
3616,Ma'ale Adummim,881,31.777369,35.297955,"Ma'ale Adummim, Israel"
3608,Ma'ale Efrayim,882,32.071304,35.4039,"Ma'ale Efrayim, Israel"
1127,Ma'ale Gilboa,883,32.476065,35.420637,"Ma'ale Gilboa, Israel"
4008,Ma'ale Gamla,884,32.888256,35.685966,"Ma'ale Gamla, Israel"
286,Ma'ale HaHamisha,885,31.817429,35.109406,"Ma'ale HaHamisha, Israel"
3752,Ma'ale Levona,886,32.054436,35.239503,"Ma'ale Levona, Israel"
3651,Ma'ale Mikhmas,887,31.879131,35.305902,"Ma'ale Mikhmas, Israel"
1327,Ma'ale Iron,888,32.554128,35.182499,"Ma'ale Iron, Israel"
3653,Ma'ale Amos,889,31.596887,35.229365,"Ma'ale Amos, Israel"
3637,Ma'ale Shomeron,890,32.165406,35.069744,"Ma'ale Shomeron, Israel"
1063,Ma'alot-Tarshiha,891,33.015026,35.276017,"Ma'alot-Tarshiha, Israel"
344,Ma'anit,892,32.457992,35.026573,"Ma'anit, Israel"
230,Ma'as,896,32.063511,34.892639,"Ma'as, Israel"
668,Mefallesim,897,31.502206,34.561674,"Mefallesim, Israel"
3745,Mezadot Yehuda,914,31.365586,35.11134,"Mezadot Yehuda, Israel"
325,Mazzuva,915,33.062312,35.155705,"Mazzuva, Israel"
757,Mazliah,916,31.906364,34.871278,"Mazliah, Israel"
58,Mizpa,917,32.791043,35.509443,"Mizpa, Israel"
1222,Mizpe Aviv,918,32.837951,35.201059,"Mizpe Aviv, Israel"
1370,Mitspe Ilan,919,32.461378,35.068861,"Mitspe Ilan, Israel"
3576,Mizpe Yeriho,920,31.815688,35.395409,"Mizpe Yeriho, Israel"
1190,Mizpe Netofa,921,32.801748,35.383501,"Mizpe Netofa, Israel"
99,Mizpe Ramon,922,30.610203,34.801898,"Mizpe Ramon, Israel"
3610,Mizpe Shalem,923,31.568875,35.400367,"Mizpe Shalem, Israel"
648,Mezer,924,32.440186,35.047702,"Mezer, Israel"
22,Miqwe Yisra'el,925,32.033209,34.781489,"Miqwe Yisra'el, Israel"
843,Margaliyyot,926,33.216474,35.544354,"Margaliyyot, Israel"
4101,Merom Golan,927,33.132583,35.777071,"Merom Golan, Israel"
1340,Merhav Am,928,30.888022,34.828175,"Merhav Am, Israel"
97,Merhavya(Moshav),929,32.6047,35.3081,"Merhavya(Moshav), Israel"
66,Merhavya(Qibbuz),930,32.60585,35.30725,"Merhavya(Qibbuz), Israel"
1098,Merkaz Shappira,937,31.696927,34.707319,"Merkaz Shappira, Israel"
421,Mash'abbe Sade,938,31.004042,34.785029,"Mash'abbe Sade, Israel"
765,Misgav Dov,939,31.819054,34.739162,"Misgav Dov, Israel"
378,Misgav Am,940,33.247572,35.548499,"Misgav Am, Israel"
520,Meshhed,941,32.738912,35.322494,"Meshhed, Israel"
3605,Massu'a,942,31.3114167,35.3626955,"Massu'a, Israel"
620,Massu'ot Yizhaq,943,31.70261,34.689968,"Massu'ot Yizhaq, Israel"
3785,Maskiyyot,944,32.317865,35.502754,"Maskiyyot, Israel"
